",customer_city,customer_state,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,shipping_limit_date,price,freight_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,payment_sequential,payment_type,payment_installments,payment_value,seller_city,seller_state,product_category_name_english,product_category,product_vol_cm3,estimated_days,arrival_days,shipping_days,seller_to_carrier_status,arrival_status,estimated_delivery_rate,arrival_delivery_rate,shipping_delivery_rate"
"33389,rio de janeiro,RJ,2017-07-24 13:37:49,2017-07-24 13:50:12,2017-07-26 10:34:52,2017-08-03 15:39:51,2017-08-17,5,,muito bom simples e pratico,2017-08-04 00:00:00,2017-08-05 02:04:16,2017-07-28 13:50:12,49.9,23.73,55.0,747.0,1.0,6250.0,1,credit_card,3,73.63,curitiba,PR,housewares,Home & Garden,34132.0,24,10,8,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"11901,tres rios,RJ,2017-08-24 10:36:11,2017-08-26 02:15:24,2017-08-28 20:33:53,2017-09-05 21:57:31,2017-09-20,5,,Entregue no tempo certo,2017-09-06 00:00:00,2017-09-09 12:16:13,2017-09-04 02:15:24,17.48,15.1,55.0,527.0,1.0,100.0,1,boleto,1,32.58,sao paulo,SP,auto,Electronics,1536.0,27,12,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"47601,campinas,SP,2018-07-12 21:14:28,2018-07-12 21:25:29,2018-07-13 16:02:00,2018-07-16 15:11:38,2018-07-20,5,,,2018-07-17 00:00:00,2018-07-17 22:21:03,2018-07-16 21:25:29,59.9,9.17,60.0,798.0,1.0,510.0,1,credit_card,2,69.07,sao paulo,SP,toys,Entertainment,9375.0,8,4,3,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"53446,caraguatatuba,SP,2018-07-21 13:47:04,2018-07-23 11:31:49,2018-07-24 13:18:00,2018-07-27 20:42:44,2018-08-07,4,,,2018-07-28 00:00:00,2018-07-30 21:58:37,2018-07-25 13:44:27,59.85,13.08,48.0,1087.0,2.0,800.0,1,debit_card,1,72.93,guarulhos,SP,cool_stuff,Fashion,18876.0,17,6,3,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"17530,sao paulo,SP,2017-10-19 22:15:23,2017-10-19 22:28:22,2017-10-20 19:43:45,2017-10-25 15:40:22,2017-11-08,3,,""Não sei o que aconteceu mais o meu produto foi desenvolvido ao contrário, "
",2017-10-26 00:00:00,2017-10-26 19:24:34,2017-10-25 22:28:22,64.9,15.21,55.0,1392.0,1.0,750.0,1,credit_card,1,80.11,curitiba,PR,sports_leisure,Entertainment,4096.0,20,6,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
63849,taboao da serra,SP,2018-01-07 12:47:22,2018-01-07 12:56:50,2018-01-10 21:53:07,2018-01-15 16:03:52,2018-02-06,5,,,2018-01-16 00:00:00,2018-03-04 13:54:06,2018-01-17 12:56:50,29.99,14.1,58.0,442.0,3.0,500.0,1,credit_card,4,44.09,rio de janeiro,RJ,watches_gifts,Electronics,3536.0,30,8,5,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
77737,rio grande,RS,2018-08-04 09:49:36,2018-08-04 10:55:10,2018-08-06 15:30:00,2018-08-10 13:09:35,2018-08-27,5,,,2018-08-11 00:00:00,2018-08-12 04:52:18,2018-08-07 10:55:10,64.9,18.55,42.0,3518.0,1.0,250.0,1,credit_card,2,83.45,mineiros do tiete,SP,health_beauty,Beauty & Health,6156.0,23,6,4,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
17005,londrina,PR,2017-10-24 11:24:31,2017-10-24 11:35:19,2017-10-25 15:23:09,2017-11-03 19:43:35,2017-11-14,4,,produto entregue conforme o anunciado,2017-11-04 00:00:00,2017-11-06 15:11:27,2017-10-30 11:35:19,54.99,16.14,36.0,280.0,2.0,650.0,1,credit_card,1,71.13,sao paulo,SP,sports_leisure,Entertainment,4800.0,21,10,9,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
86834,simonesia,MG,2017-03-12 11:23:09,2017-03-12 11:23:09,2017-03-13 15:36:12,2017-03-22 12:21:50,2017-04-03,1,,A lampada veio quebrada , sou fisioterapeuta estou perdendo atendimento"",2017-03-23 00:00:00,2017-03-24 15:09:00,2017-03-16 11:23:09,48.0,15.56,39.0,1507.0,2.0,1100.0,1,credit_card,6,63.56,sao paulo,SP,garden_tools,Furniture,8000.0,22,10,9,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"89801,palhoca,SC,2018-01-10 15:01:27,2018-01-10 15:12:35,2018-01-15 15:22:49,2018-01-30 16:04:43,2018-02-07,4,,""Produto chegou dentro do prazo."
"Produto bom, bem embalado."
"Porém, o prazo de entrega do produto era até dia 07/02, ou seja, do dia 10/01, até 07/02, mas chegou dia 30/01."
"Um transportadora agilizar"",2018-01-31 00:00:00,2018-01-31 20:42:29,2018-01-16 15:12:35,115.9,17.06,39.0,210.0,2.0,1475.0,1,credit_card,4,132.96,sao paulo,SP,stationery,Books & Stationery,31680.0,28,20,15,OnTime/Early,OnTime/Early,Slow,Neutral,Fast"
"1084,cajamar,SP,2017-03-16 13:58:03,2017-03-16 13:58:03,2017-03-21 10:37:57,2017-03-24 13:24:41,2017-04-11,1,,,2017-03-25 00:00:00,2017-03-25 23:19:32,2017-03-29 13:58:03,89.99,19.93,58.0,1294.0,1.0,7125.0,1,credit_card,10,659.52,itaquaquecetuba,SP,office_furniture,Furniture,45968.0,26,8,3,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast"
"30319,sao jose dos campos,SP,2017-03-24 22:17:46,2017-03-24 22:25:13,2017-03-29 11:44:10,2017-04-03 14:43:58,2017-04-20,5,,,2017-04-04 00:00:00,2017-04-08 04:05:05,2017-04-05 22:25:13,19.9,10.96,43.0,475.0,1.0,600.0,1,voucher,1,20.0,sao paulo,SP,housewares,Home & Garden,3000.0,27,10,5,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast"
"990,sao paulo,SP,2017-11-03 23:42:39,2017-11-03 23:55:49,2017-11-10 16:08:37,2017-11-16 22:39:36,2017-11-23,1,,""Comprei quatro cadeiras, estou pagando e recebi só uma cadeira."
"Aguardo o envio urgente da outras três cadeiras, ou vou cancelar o pagamento."
Detalhe: foi enviada nota de quatro cadeiras.
"Aguardo."",2017-11-17 00:00:00,2017-11-19 18:52:04,2017-11-15 23:55:49,79.99,21.21,44.0,1350.0,1.0,8000.0,1,credit_card,8,404.8,itaquaquecetuba,SP,office_furniture,Furniture,70596.0,20,13,6,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast"
"84267,cabo frio,RJ,2018-04-07 21:42:49,2018-04-07 21:55:18,2018-04-10 21:14:33,2018-04-30 18:36:21,2018-05-03,5,entrega,,2018-05-01 00:00:00,2018-05-01 23:53:57,2018-04-11 21:55:18,53.9,21.35,57.0,366.0,2.0,1650.0,1,credit_card,6,75.25,sao jose do rio preto,SP,garden_tools,Furniture,19800.0,26,23,20,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral"
"29161,sao paulo,SP,2018-07-29 23:34:39,2018-07-29 23:45:15,2018-07-30 14:14:00,2018-07-31 18:08:49,2018-08-02,5,,,2018-08-01 00:00:00,2018-08-02 01:54:53,2018-07-31 23:45:15,19.0,7.39,37.0,261.0,2.0,250.0,1,credit_card,1,26.39,pedreira,SP,housewares,Home & Garden,15625.0,4,2,1,OnTime/Early,OnTime/Early,Very Fast,Very Fast,Very Fast"
"32349,sao paulo,SP,2017-08-08 20:26:31,2017-08-08 20:43:31,2017-08-10 11:58:14,2017-08-14 12:46:18,2017-08-30,5,,,2017-08-15 00:00:00,2017-08-17 22:17:55,2017-08-14 20:43:31,83.8,5.12,56.0,548.0,8.0,450.0,5,voucher,1,2.61,joinville,SC,housewares,Home & Garden,6600.0,22,6,4,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"15349,sao jose,SC,2018-08-03 09:49:53,2018-08-03 10:05:20,2018-08-06 14:49:00,2018-08-09 15:42:12,2018-08-16,5,,,2018-08-10 00:00:00,2018-08-10 19:27:56,2018-08-08 10:05:20,25.89,22.98,59.0,2993.0,1.0,1250.0,1,credit_card,1,48.87,praia grande,SP,sports_leisure,Entertainment,12167.0,13,6,3,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"14206,desterro,PB,2017-12-07 08:39:36,2017-12-09 10:59:33,2017-12-15 16:55:07,2018-01-08 20:48:38,2018-01-22,2,,Depende para que eu possa avaliar se resolverem meu problema pos a compra era 4 os correios só entregarão um pacote contendo 2 peneus,2018-01-09 00:00:00,2018-01-13 00:47:41,2017-12-19 10:59:33,559.0,80.98,44.0,982.0,3.0,17600.0,1,credit_card,10,639.98,videira,SC,auto,Electronics,55223.0,46,32,24,OnTime/Early,OnTime/Early,Very Slow,Slow,Neutral"
"102907,itajuba,MG,2018-04-30 17:09:56,2018-05-01 02:38:31,2018-05-02 09:01:00,2018-05-07 22:03:53,2018-05-23,5,,,2018-05-08 00:00:00,2018-05-11 10:59:50,2018-05-07 02:38:31,16.0,18.23,46.0,844.0,1.0,400.0,1,voucher,1,34.23,pedregulho,SP,food_drink,Food & Drinks,4416.0,23,7,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"103004,santos,SP,2018-05-22 14:53:49,2018-05-23 02:38:39,2018-05-23 12:46:00,2018-05-24 15:48:21,2018-06-04,5,,,2018-05-25 00:00:00,2018-05-25 20:36:25,2018-05-29 02:38:39,47.49,9.44,48.0,859.0,3.0,175.0,1,boleto,1,56.93,praia grande,SP,drinks,Food & Drinks,10143.0,13,2,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"77852,osasco,SP,2018-07-25 12:03:29,2018-07-25 12:15:09,2018-07-26 09:14:00,2018-07-27 15:35:48,2018-08-02,4,,,2018-07-28 00:00:00,2018-07-29 13:04:35,2018-07-31 12:15:09,32.0,7.48,28.0,2920.0,1.0,350.0,1,credit_card,3,78.96,sao paulo,SP,health_beauty,Beauty & Health,8000.0,8,2,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"109477,sao paulo,SP,2018-07-21 17:26:38,2018-07-21 17:43:57,2018-07-23 16:55:00,2018-07-26 17:44:51,2018-08-06,2,Muito rapido,Gostei muito ,2018-07-27 00:00:00,2018-07-29 21:11:46,2018-07-26 17:43:57,129.9,27.89,48.0,883.0,9.0,2350.0,1,credit_card,4,157.79,contagem,MG,luggage_accessories,Home & Garden,31616.0,16,5,3,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"19556,sao bernardo do campo,SP,2018-04-05 22:32:31,2018-04-05 22:49:08,2018-04-09 18:22:48,2018-04-23 16:02:58,2018-05-02,5,,,2018-04-24 00:00:00,2018-04-25 00:13:13,2018-04-11 22:49:08,69.9,18.37,32.0,658.0,5.0,281.0,1,credit_card,1,88.27,joinville,SC,sports_leisure,Entertainment,10500.0,27,18,14,OnTime/Early,OnTime/Early,Slow,Neutral,Fast"
"43684,sao paulo,SP,2018-08-16 12:49:01,2018-08-16 13:05:15,2018-08-17 15:32:00,2018-08-20 20:33:08,2018-08-21,5,,,2018-08-21 00:00:00,2018-08-24 21:28:26,2018-08-20 13:05:15,219.9,26.52,57.0,332.0,2.0,12100.0,1,credit_card,3,246.42,sao paulo,SP,bed_bath_table,Furniture,69384.0,5,4,3,OnTime/Early,OnTime/Early,Very Fast,Very Fast,Very Fast"
"76211,foz do iguacu,PR,2018-04-13 10:30:29,2018-04-13 10:50:19,2018-04-18 20:16:32,2018-04-27 19:32:29,2018-05-11,5,adorei,Adorei chegou antes da data prevista e o produto estava em ótima condição muito bem embalado. ,2018-04-28 00:00:00,2018-05-11 12:36:36,2018-04-19 10:50:19,106.0,23.32,49.0,2296.0,1.0,400.0,1,credit_card,2,129.32,sao paulo,SP,health_beauty,Beauty & Health,5760.0,28,14,9,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"59774,fortaleza,CE,2017-09-27 08:42:08,2017-09-27 08:49:34,2017-09-29 19:55:50,2017-10-06 20:39:46,2017-10-26,1,,comprei 5 so recebi 3 e empresa nao mi da respostas,2017-10-07 00:00:00,2017-10-19 20:23:28,2017-10-03 08:49:34,177.0,27.78,51.0,421.0,1.0,760.0,1,credit_card,1,1023.9,ribeirao preto,SP,computers_accessories,Electronics,6006.0,29,9,7,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast"
"11847,brasilia,DF,2017-10-23 19:56:29,2017-10-23 20:14:23,2017-10-24 20:04:54,2017-11-09 22:18:58,2017-11-14,4,,,2017-11-10 00:00:00,2017-11-11 21:39:49,2017-10-31 20:14:23,19.55,14.1,54.0,197.0,1.0,150.0,1,credit_card,1,67.3,sao paulo,SP,auto,Electronics,4000.0,22,17,16,OnTime/Early,OnTime/Early,Neutral,Neutral,Neutral"
"53706,mongagua,SP,2018-04-07 06:46:26,2018-04-07 07:07:51,2018-04-10 02:12:36,2018-04-13 20:26:43,2018-05-03,5,,""so posso agradecer pela a entrega vou comprar mais produtos"
",2018-04-14 00:00:00,2018-04-18 10:52:41,2018-04-19 07:07:51,215.0,18.42,51.0,516.0,1.0,5200.0,1,credit_card,8,233.42,sao paulo,SP,cool_stuff,Fashion,25160.0,26,6,3,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
99901,corinto,MG,2018-02-08 08:53:50,2018-02-08 09:10:41,2018-02-08 19:28:42,2018-02-19 17:15:10,2018-03-09,5,,,2018-02-20 00:00:00,2018-02-20 20:48:07,2018-02-14 09:10:41,669.99,19.44,34.0,595.0,1.0,230.0,1,credit_card,4,689.43,queimados,RJ,electronics,Electronics,2850.0,29,11,11,OnTime/Early,OnTime/Early,Slow,Fast,Fast
102172,ibirite,MG,2018-06-05 18:50:22,2018-06-05 19:13:40,2018-06-07 14:41:00,2018-06-14 15:55:33,2018-07-04,1,Defeito,O produto chegou bem antes do prazo, mas com defeito, veio quebrado o lugar de fazer o encaixar. Muito bonitinha, mas frágil. Tentei realizar a troca pelo site e não consegui. "",2018-06-15 00:00:00,2018-06-15 19:26:45,2018-06-11 19:13:40,53.0,18.25,54.0,459.0,1.0,9200.0,1,credit_card,7,71.25,araraquara,SP,pet_shop,Home & Garden,43290.0,29,9,7,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast"
"104934,curitiba,PR,2018-03-21 21:34:07,2018-03-21 21:48:58,2018-03-23 23:08:45,2018-03-29 21:07:28,2018-04-18,5,,,2018-03-30 00:00:00,2018-04-02 16:30:47,2018-03-27 21:48:58,590.0,22.01,45.0,1654.0,3.0,530.0,1,credit_card,6,612.01,ribeirao preto,SP,audio,Electronics,3990.0,28,8,6,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast"
"31681,jacutinga,MG,2017-10-18 15:27:09,2017-10-18 15:35:27,2017-10-23 19:57:39,2017-10-25 19:37:59,2017-11-07,5,,,2017-10-26 00:00:00,2017-10-30 15:22:34,2017-10-24 15:35:27,129.0,18.52,42.0,799.0,4.0,9850.0,2,voucher,1,33.85,baependi,MG,housewares,Home & Garden,58621.0,20,7,2,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"89147,assis,SP,2017-09-03 18:34:34,2017-09-03 18:50:20,2017-09-05 17:43:13,2017-09-11 18:28:10,2017-09-21,5,,,2017-09-12 00:00:00,2017-09-13 02:05:40,2017-09-08 18:50:20,79.0,13.57,60.0,189.0,2.0,5550.0,1,credit_card,1,92.57,campo limpo paulista,SP,stationery,Books & Stationery,56980.0,18,8,6,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast"
"54047,maua,SP,2017-07-31 23:06:40,2017-08-01 00:05:12,2017-08-02 02:36:50,2017-08-02 19:47:05,2017-08-14,5,,,2017-08-03 00:00:00,2017-08-06 00:03:44,2017-08-08 00:05:12,42.0,8.72,24.0,348.0,3.0,500.0,1,credit_card,1,50.72,santo andre,SP,cool_stuff,Fashion,15000.0,14,2,0,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"12732,feliz,RS,2018-08-19 12:56:16,2018-08-20 11:49:41,2018-08-23 15:02:00,2018-08-29 15:58:49,2018-08-31,5,,,2018-08-30 00:00:00,2018-09-02 13:42:37,2018-08-24 11:49:41,89.9,44.43,50.0,925.0,2.0,3500.0,1,credit_card,1,134.33,atibaia,SP,auto,Electronics,40625.0,12,10,6,OnTime/Early,OnTime/Early,Fast,Fast,Very Fast"
"88020,serrinha,BA,2017-03-26 11:36:32,2017-03-26 11:45:13,2017-03-28 14:14:24,2017-04-18 12:38:13,2017-04-28,3,,,2017-04-19 00:00:00,2017-04-19 21:16:51,2017-03-31 11:45:13,289.0,40.65,53.0,900.0,3.0,6000.0,1,credit_card,6,329.65,jaragua do sul,SC,garden_tools,Furniture,9856.0,33,23,21,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral"
"109799,piracicaba,SP,2017-07-12 18:06:01,2017-07-12 18:23:54,2017-07-13 19:56:37,2017-07-18 23:04:08,2017-08-03,5,,""O produto corresponde ao anúncio, qualidade muito boa preço até inferior à ela. O prazo de entrega previsto foi bastante antecipado, pedido chegou na hora que mais precisava do produto."
"Sou agradecid"",2017-07-19 00:00:00,2017-07-24 22:03:13,2017-07-18 18:23:54,35.9,15.1,40.0,303.0,12.0,500.0,1,credit_card,1,102.0,curitiba,PR,fashion_shoes,Fashion,3248.0,22,6,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"61025,sao paulo,SP,2018-07-25 04:34:42,2018-07-25 10:44:33,2018-07-30 06:17:00,2018-08-03 22:08:28,2018-08-17,5,,,2018-08-04 00:00:00,2018-08-07 01:33:21,2018-08-06 10:44:33,89.0,17.55,46.0,279.0,5.0,200.0,1,voucher,1,106.55,brasilia,DF,computers_accessories,Electronics,2058.0,23,9,4,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast"
"31206,cacapava,SP,2017-10-18 10:51:05,2017-10-19 07:35:32,2017-10-19 20:39:48,2017-10-24 19:22:40,2017-11-06,5,,""muito bom, recebi antes do prazo previsto"",2017-10-25 00:00:00,2017-10-25 17:21:31,2017-10-25 07:35:32,16.8,11.85,50.0,440.0,1.0,148.0,1,boleto,1,114.6,pedreira,SP,housewares,Home & Garden,14850.0,19,6,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"80525,suzano,SP,2017-11-25 13:54:39,2017-11-25 14:16:34,2017-11-27 18:49:58,2017-11-30 14:59:18,2017-12-11,1,,""Não recebi o produto e depois me falaram que meu vale de reembolso já estava disponível, mas era mentira, não liberaram nada. Esta loja só fica me enrolando."",2018-03-17 00:00:00,2018-03-17 04:39:56,2017-11-30 14:16:34,99.9,7.95,45.0,955.0,2.0,125.0,7,voucher,1,10.45,sao paulo,SP,perfumery,Beauty & Health,2464.0,16,5,3,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"92741,caete,MG,2017-11-07 18:47:25,2017-11-07 18:56:00,2017-11-09 20:38:44,2017-11-14 17:06:59,2017-12-01,5,,Recebi anotes da data marcada em ótimo estado. Muito obrigada ,2017-11-15 00:00:00,2017-11-16 11:24:23,2017-11-13 18:55:30,27.99,14.1,59.0,818.0,5.0,300.0,2,voucher,1,39.79,sao paulo,SP,telephony,Electronics,816.0,24,7,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"99212,rio das ostras,RJ,2017-12-04 19:49:29,2017-12-04 19:58:25,2017-12-06 12:37:05,2017-12-15 16:18:53,2018-01-02,1,,""O controle veio errado eu pedi controle de home theater da Philco 660n e veio LE- 798."
"Como faço para trocar?"",2017-12-16 00:00:00,2017-12-21 21:40:22,2017-12-08 19:58:25,9.0,15.1,40.0,429.0,1.0,150.0,1,credit_card,1,24.1,sao paulo,SP,electronics,Electronics,2800.0,29,11,9,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"62890,sao vicente,SP,2017-08-29 14:02:47,2017-08-29 14:15:25,2017-08-30 19:00:16,2017-09-01 16:50:05,2017-09-12,3,,""Eu recebi o produto, entretanto o wireless do controle fica oscilando e ele funciona melhor somente ligado diretamente no Xbox."",2017-09-02 00:00:00,2017-09-06 20:13:24,2017-09-05 14:15:25,129.9,9.1,38.0,880.0,2.0,550.0,1,credit_card,5,139.0,sao paulo,SP,consoles_games,Electronics,37884.0,14,3,2,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"48313,sao goncalo,RJ,2017-10-18 23:24:05,2017-10-19 00:36:12,2017-10-19 19:26:33,2017-11-01 20:32:09,2017-11-09,5,,Entrega rápida. Produto ótimo,2017-11-02 00:00:00,2017-11-02 23:01:25,2017-10-25 00:36:12,129.8,24.29,56.0,708.0,6.0,7000.0,1,credit_card,2,154.09,canoas,RS,toys,Entertainment,43400.0,22,14,13,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"97433,mogi-guacu,SP,2018-08-08 15:40:33,2018-08-08 15:55:14,2018-08-09 05:57:00,2018-08-17 19:56:47,2018-08-24,3,3,,2018-08-18 00:00:00,2018-08-21 00:47:13,2018-08-14 15:55:14,186.4,20.48,53.0,757.0,2.0,1250.0,1,credit_card,8,206.88,formiga,MG,construction_tools_construction,Industry & Construction,7616.0,16,9,8,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"28850,natal,RN,2017-09-08 03:21:06,2017-09-08 03:30:14,2017-09-08 19:42:16,2017-09-25 20:22:40,2017-10-04,4,,,2017-09-26 00:00:00,2017-10-02 03:02:25,2017-09-14 03:30:14,44.9,22.67,25.0,472.0,2.0,500.0,1,credit_card,6,67.57,guarulhos,SP,housewares,Home & Garden,2688.0,26,17,17,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral"
"15277,ourilandia do norte,PA,2017-08-27 20:44:40,2017-08-29 04:50:11,2017-08-29 18:26:57,2017-09-14 23:00:42,2017-10-03,5,,Produto bom,2017-09-15 00:00:00,2017-09-16 17:06:45,2017-09-04 04:50:11,37.49,25.63,60.0,3847.0,5.0,200.0,1,boleto,1,63.12,praia grande,SP,sports_leisure,Entertainment,3640.0,37,18,16,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral"
"94339,rio do oeste,SC,2018-04-06 19:38:32,2018-04-06 19:50:12,2018-04-10 00:29:35,2018-04-12 18:52:44,2018-05-02,5,,""Produto veio conforme o desejado, e muito antes do prazo. recomendo."",2018-04-13 00:00:00,2018-04-13 22:25:35,2018-04-12 19:50:12,17.89,18.23,59.0,676.0,3.0,150.0,1,credit_card,1,36.12,campinas,SP,telephony,Electronics,1904.0,26,6,2,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast"
"83693,dianopolis,TO,2017-11-18 11:10:00,2017-11-18 15:50:26,2017-11-20 19:04:33,2017-12-11 15:28:46,2017-12-19,5,,""Lindo o produto é de boa qualidade, e a entrega foi super rápida."",2017-12-12 00:00:00,2017-12-21 13:39:57,2017-11-23 15:50:26,110.0,71.9,39.0,500.0,1.0,8325.0,1,credit_card,10,363.8,cariacica,ES,garden_tools,Furniture,19866.0,31,23,21,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral"
"56428,sao paulo,SP,2017-07-30 02:24:53,2017-07-30 02:43:21,2017-07-31 22:52:05,2017-08-04 18:19:04,2017-08-22,5,,,2017-08-05 00:00:00,2017-08-08 04:20:54,2017-08-03 02:43:21,49.99,12.48,34.0,1122.0,2.0,100.0,1,credit_card,4,62.47,rolandia,PR,computers_accessories,Electronics,2772.0,23,5,4,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"10344,uruacu,GO,2018-08-06 16:12:34,2018-08-06 16:24:39,2018-08-07 13:38:00,2018-08-14 19:20:56,2018-08-29,5,,PERFEITO ,2018-08-15 00:00:00,2018-08-15 23:47:50,2018-08-09 16:24:39,49.99,44.15,47.0,511.0,1.0,7875.0,1,credit_card,4,94.14,sao paulo,SP,furniture_living_room,Furniture,37500.0,23,8,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast"
"36241,ribeirao preto,SP,2018-04-27 17:43:13,2018-04-27 17:55:23,2018-05-02 14:24:00,2018-05-04 17:48:36,2018-05-22,5,Bela cortina,Linda cortina gostei muito. ,2018-05-05 00:00:00,2018-05-05 21:51:49,2018-05-04 17:55:23,199.9,18.31,60.0,233.0,1.0,2600.0,1,credit_card,8,218.21,piracicaba,SP,bed_bath_table,Furniture,11808.0,25,7,2,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast"
"111846,florianopolis,SC,2018-06-08 16:44:54,2018-06-08 20:32:18,2018-06-21 14:57:00,2018-06-26 18:46:37,2018-07-05,2,Não recomendo,""O produto é lindo, porém é de péssima qualidade. os acabamentos são grosseiros, os parafusos para encaixe tem defeitos e não encaixam corretamente, enfim, é bonito mas péssimo em acabamento e montagem"",2018-06-27 00:00:00,2018-06-28 16:57:40,2018-06-14 20:21:40,287.0,61.02,42.0,507.0,4.0,10850.0,1,credit_card,7,348.02,toledo,PR,furniture_bedroom,Furniture,24000.0,27,18,5,Late,OnTime/Early,Slow,Neutral,Very Fast"
"549,joao pessoa,PB,2017-04-06 19:52:25,2017-04-17 08:50:17,2017-04-20 12:20:43,2017-05-10 14:46:53,2017-05-12,3,,muita espera,2017-05-11 00:00:00,2017-05-12 12:54:43,2017-04-24 08:50:17,159.99,25.61,55.0,1292.0,1.0,9725.0,1,boleto,1,185.6,itaquaquecetuba,SP,office_furniture,Furniture,46852.0,36,34,20,OnTime/Early,OnTime/Early,Slow,Slow,Neutral"
"47878,caxias do sul,RS,2017-11-26 00:47:36,2017-11-26 00:57:32,2017-11-30 17:17:07,2018-01-10 17:06:59,2017-12-28,1,,,2017-12-30 00:00:00,2018-01-01 19:33:03,2017-11-30 00:57:32,50.7,17.6,41.0,807.0,1.0,1860.0,1,credit_card,7,71.1,laranjal paulista,SP,toys,Entertainment,38700.0,32,45,41,OnTime/Early,Late,Slow,Very Slow,Very Slow"
"38892,jundiai,SP,2018-08-13 13:03:17,2018-08-15 03:10:18,2018-08-15 12:53:00,2018-08-21 21:05:20,2018-08-22,5,Ok,Ok,2018-08-22 00:00:00,2018-08-23 09:25:21,2018-08-17 03:10:18,19.9,12.8,52.0,153.0,1.0,200.0,1,boleto,1,130.8,ibitinga,SP,bed_bath_table,Furniture,2560.0,9,8,6,OnTime/Early,OnTime/Early,Fast,Fast,Very Fast"
"14696,arapiraca,AL,2017-10-17 22:36:32,2017-10-17 22:49:54,2017-10-19 23:18:38,2017-11-09 21:49:40,2017-11-16,5,,,2017-11-10 00:00:00,2017-11-13 23:43:11,2017-10-23 22:49:54,174.92,35.13,41.0,537.0,1.0,5000.0,1,credit_card,8,451.75,ribeirao preto,SP,auto,Electronics,704.0,30,23,21,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral"
"19987,sao paulo,SP,2018-06-13 21:42:24,2018-06-14 02:17:47,2018-06-14 14:08:00,2018-06-18 14:58:57,2018-07-03,5,,,2018-06-19 00:00:00,2018-06-19 20:47:02,2018-06-20 02:17:47,99.0,14.27,43.0,697.0,1.0,900.0,1,boleto,1,113.27,botucatu,SP,sports_leisure,Entertainment,16000.0,20,5,4,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
